SKU,ds,P10,P30,P50,P70,P90
ACC_CABLE_036,2026-09-05,199,276,328,380,457
ACC_CABLE_036,2026-09-06,191,273,328,383,465
ACC_CABLE_036,2026-09-07,55,140,199,257,343
ACC_CABLE_036,2026-09-08,48,137,199,260,350
ACC_CABLE_036,2026-09-09,42,135,199,263,357
ACC_CABLE_036,2026-09-10,34,132,198,265,363
ACC_CABLE_036,2026-09-11,35,137,206,275,376
ACC_CABLE_037,2026-08-29,586,642,679,717,772
ACC_CABLE_037,2026-08-30,548,626,679,733,810
ACC_CABLE_037,2026-08-31,245,341,406,471,567
ACC_CABLE_037,2026-09-01,221,331,407,482,592
ACC_CABLE_037,2026-09-02,199,322,406,490,614
ACC_CABLE_037,2026-09-03,175,310,402,495,630
ACC_CABLE_037,2026-09-04,170,316,415,515,661
ACC_CABLE_037,2026-09-05,417,573,679,786,942
ACC_CABLE_037,2026-09-06,401,566,679,792,958
ACC_CABLE_037,2026-09-07,111,286,405,524,698
ACC_CABLE_037,2026-09-08,98,281,406,531,713
ACC_CABLE_037,2026-09-09,83,274,404,535,726
ACC_CABLE_037,2026-09-10,67,265,401,537,736
ACC_CABLE_037,2026-09-11,49,255,396,537,744
ACC_CABLE_038,2026-08-29,523,571,604,637,684
ACC_CABLE_038,2026-08-30,490,558,604,650,718
ACC_CABLE_038,2026-08-31,216,298,355,412,494
ACC_CABLE_038,2026-09-01,180,276,341,407,502
ACC_CABLE_038,2026-09-02,168,275,348,421,528
ACC_CABLE_038,2026-09-03,146,263,343,423,541
ACC_CABLE_038,2026-09-04,127,254,340,427,554
ACC_CABLE_038,2026-09-05,376,511,604,696,832
ACC_CABLE_038,2026-09-06,362,506,604,702,845
ACC_CABLE_038,2026-09-07,92,243,346,450,601
ACC_CABLE_038,2026-09-08,84,243,351,460,618
ACC_CABLE_038,2026-09-09,64,230,343,456,622
ACC_CABLE_038,2026-09-10,55,227,345,463,635
ACC_CABLE_038,2026-09-11,41,220,342,465,644
ACC_CABLE_039,2026-08-29,706,771,816,860,926
ACC_CABLE_039,2026-08-30,661,753,816,879,971
ACC_CABLE_039,2026-08-31,277,390,467,544,657
ACC_CABLE_039,2026-09-01,244,374,463,553,683
ACC_CABLE_039,2026-09-02,227,373,472,572,718
ACC_CABLE_039,2026-09-03,195,354,463,572,732
ACC_CABLE_039,2026-09-04,209,381,499,617,789
ACC_CABLE_039,2026-09-05,506,690,816,942,1126
ACC_CABLE_039,2026-09-06,487,682,816,950,1145
ACC_CABLE_039,2026-09-07,112,318,459,600,806
ACC_CABLE_039,2026-09-08,113,329,477,625,841
ACC_CABLE_039,2026-09-09,93,319,473,627,853
ACC_CABLE_039,2026-09-10,84,318,479,640,875
ACC_CABLE_039,2026-09-11,71,314,481,648,892
ACC_CABLE_040,2026-08-29,315,346,367,388,419
ACC_CABLE_040,2026-08-30,294,337,367,397,440
ACC_CABLE_040,2026-08-31,136,190,226,262,316
ACC_CABLE_040,2026-09-01,124,185,227,269,331
ACC_CABLE_040,2026-09-02,109,178,225,272,341
ACC_CABLE_040,2026-09-03,101,176,228,279,355
ACC_CABLE_040,2026-09-04,100,182,237,293,374
ACC_CABLE_040,2026-09-05,221,308,367,427,514
ACC_CABLE_040,2026-09-06,212,304,367,430,523
ACC_CABLE_040,2026-09-07,67,165,231,298,395
ACC_CABLE_040,2026-09-08,58,159,229,299,401
ACC_CABLE_040,2026-09-09,51,158,231,304,410
ACC_CABLE_040,2026-09-10,44,155,230,306,417
ACC_CABLE_040,2026-09-11,47,162,241,320,435
FMCG_FOOD_001,2026-08-29,109,120,128,135,147
FMCG_FOOD_001,2026-08-30,101,117,128,139,154
FMCG_FOOD_001,2026-08-31,51,71,84,97,116
FMCG_FOOD_001,2026-09-01,47,69,84,100,122
FMCG_FOOD_001,2026-09-02,43,67,84,101,126
FMCG_FOOD_001,2026-09-03,39,67,85,104,131
FMCG_FOOD_001,2026-09-04,41,71,91,111,140
FMCG_FOOD_001,2026-09-05,75,106,128,149,181
FMCG_FOOD_001,2026-09-06,72,105,128,151,184
FMCG_FOOD_001,2026-09-07,24,59,83,107,143
FMCG_FOOD_001,2026-09-08,23,60,85,110,147
FMCG_FOOD_001,2026-09-09,20,58,84,111,149
FMCG_FOOD_001,2026-09-10,17,57,84,111,151
FMCG_FOOD_001,2026-09-11,16,57,86,114,156
FMCG_FOOD_002,2026-08-29,219,240,254,268,289
FMCG_FOOD_002,2026-08-30,204,234,254,274,303
FMCG_FOOD_002,2026-08-31,94,130,155,179,216
FMCG_FOOD_002,2026-09-01,82,124,152,181,222
FMCG_FOOD_002,2026-09-02,74,120,152,184,231
FMCG_FOOD_002,2026-09-03,68,119,154,189,240
FMCG_FOOD_002,2026-09-04,65,120,158,196,251
FMCG_FOOD_002,2026-09-05,155,214,254,294,353
FMCG_FOOD_002,2026-09-06,149,211,254,297,359
FMCG_FOOD_002,2026-09-07,42,108,153,198,264
FMCG_FOOD_002,2026-09-08,37,106,154,201,270
FMCG_FOOD_002,2026-09-09,32,104,153,203,275
FMCG_FOOD_002,2026-09-10,30,105,156,207,283
FMCG_FOOD_002,2026-09-11,23,101,154,208,286
FMCG_FOOD_003,2026-08-29,158,174,184,195,210
FMCG_FOOD_003,2026-08-30,147,169,184,199,221
FMCG_FOOD_003,2026-08-31,69,96,115,133,160
FMCG_FOOD_003,2026-09-01,66,97,119,140,171
FMCG_FOOD_003,2026-09-02,60,95,119,143,177
FMCG_FOOD_003,2026-09-03,52,91,117,143,181
FMCG_FOOD_003,2026-09-04,48,89,117,146,187
FMCG_FOOD_003,2026-09-05,110,154,184,214,258
FMCG_FOOD_003,2026-09-06,105,152,184,216,263
FMCG_FOOD_003,2026-09-07,34,84,117,151,200
FMCG_FOOD_003,2026-09-08,31,82,118,153,205
FMCG_FOOD_003,2026-09-09,26,80,117,154,208
FMCG_FOOD_003,2026-09-10,25,81,120,158,214
FMCG_FOOD_003,2026-09-11,21,79,119,159,218
FMCG_FOOD_004,2026-08-29,205,225,238,251,271
FMCG_FOOD_004,2026-08-30,192,219,238,257,284
FMCG_FOOD_004,2026-08-31,82,116,139,162,195
FMCG_FOOD_004,2026-09-01,77,116,142,169,207
FMCG_FOOD_004,2026-09-02,69,113,142,172,215
FMCG_FOOD_004,2026-09-03,62,110,142,175,222
FMCG_FOOD_004,2026-09-04,66,117,152,187,239
FMCG_FOOD_004,2026-09-05,146,201,238,276,330
FMCG_FOOD_004,2026-09-06,140,198,238,278,336
FMCG_FOOD_004,2026-09-07,38,99,141,183,244
FMCG_FOOD_004,2026-09-08,34,98,142,186,251
FMCG_FOOD_004,2026-09-09,30,97,143,189,256
FMCG_FOOD_004,2026-09-10,26,96,144,191,261
FMCG_FOOD_004,2026-09-11,18,91,140,190,262
FMCG_FOOD_005,2026-08-29,184,202,214,226,244
FMCG_FOOD_005,2026-08-30,172,197,214,231,256
FMCG_FOOD_005,2026-08-31,82,113,134,155,185
FMCG_FOOD_005,2026-09-01,73,108,132,157,192
FMCG_FOOD_005,2026-09-02,65,105,132,159,199
FMCG_FOOD_005,2026-09-03,58,101,131,161,204
FMCG_FOOD_005,2026-09-04,49,96,128,160,207
FMCG_FOOD_005,2026-09-05,130,180,214,248,298
FMCG_FOOD_005,2026-09-06,125,178,214,250,304
FMCG_FOOD_005,2026-09-07,37,93,131,170,226
FMCG_FOOD_005,2026-09-08,32,91,131,171,230
FMCG_FOOD_005,2026-09-09,28,89,131,173,234
FMCG_FOOD_005,2026-09-10,23,87,131,174,238
FMCG_FOOD_005,2026-09-11,24,90,136,181,247
FMCG_FOOD_006,2026-08-29,151,166,176,186,201
FMCG_FOOD_006,2026-08-30,141,162,176,190,211
FMCG_FOOD_006,2026-08-31,68,94,111,129,154
FMCG_FOOD_006,2026-09-01,63,92,113,133,162
FMCG_FOOD_006,2026-09-02,56,89,111,134,167
FMCG_FOOD_006,2026-09-03,50,87,111,136,172
FMCG_FOOD_006,2026-09-04,44,83,110,137,176
FMCG_FOOD_006,2026-09-05,106,148,176,205,246
FMCG_FOOD_006,2026-09-06,101,146,176,206,251
FMCG_FOOD_006,2026-09-07,32,78,110,142,189
FMCG_FOOD_006,2026-09-08,28,77,111,144,193
FMCG_FOOD_006,2026-09-09,25,76,111,146,197
FMCG_FOOD_006,2026-09-10,21,75,111,147,201
FMCG_FOOD_006,2026-09-11,17,72,110,148,203
FMCG_FOOD_007,2026-08-29,183,200,213,225,243
FMCG_FOOD_007,2026-08-30,170,195,213,230,255
FMCG_FOOD_007,2026-08-31,81,112,133,154,185
FMCG_FOOD_007,2026-09-01,73,109,133,158,194
FMCG_FOOD_007,2026-09-02,66,106,133,161,201
FMCG_FOOD_007,2026-09-03,59,103,133,163,206
FMCG_FOOD_007,2026-09-04,58,105,137,170,217
FMCG_FOOD_007,2026-09-05,128,178,213,247,298
FMCG_FOOD_007,2026-09-06,122,176,213,249,303
FMCG_FOOD_007,2026-09-07,38,95,134,172,229
FMCG_FOOD_007,2026-09-08,35,94,135,175,235
FMCG_FOOD_007,2026-09-09,30,92,134,176,238
FMCG_FOOD_007,2026-09-10,27,91,135,179,244
FMCG_FOOD_007,2026-09-11,25,92,138,184,251
FMCG_FOOD_008,2026-08-29,119,131,139,147,159
FMCG_FOOD_008,2026-08-30,111,128,139,151,168
FMCG_FOOD_008,2026-08-31,56,77,91,105,126
FMCG_FOOD_008,2026-09-01,51,75,91,107,131
FMCG_FOOD_008,2026-09-02,44,71,89,108,134
FMCG_FOOD_008,2026-09-03,41,71,91,111,140
FMCG_FOOD_008,2026-09-04,44,76,97,119,151
FMCG_FOOD_008,2026-09-05,82,116,139,162,196
FMCG_FOOD_008,2026-09-06,79,115,139,164,199
FMCG_FOOD_008,2026-09-07,25,63,89,115,153
FMCG_FOOD_008,2026-09-08,24,64,91,118,158
FMCG_FOOD_008,2026-09-09,21,63,91,119,161
FMCG_FOOD_008,2026-09-10,17,60,90,119,162
FMCG_FOOD_008,2026-09-11,16,61,91,122,167
FMCG_FOOD_009,2026-08-29,245,269,285,301,325
FMCG_FOOD_009,2026-08-30,229,262,285,308,342
FMCG_FOOD_009,2026-08-31,106,147,175,203,245
FMCG_FOOD_009,2026-09-01,96,144,176,209,256
FMCG_FOOD_009,2026-09-02,85,138,174,211,264
FMCG_FOOD_009,2026-09-03,76,134,174,213,272
FMCG_FOOD_009,2026-09-04,77,139,182,225,288
FMCG_FOOD_009,2026-09-05,172,239,285,331,398
FMCG_FOOD_009,2026-09-06,165,236,285,334,405
FMCG_FOOD_009,2026-09-07,57,132,183,235,310
FMCG_FOOD_009,2026-09-08,45,124,177,231,310
FMCG_FOOD_009,2026-09-09,37,119,175,232,314
FMCG_FOOD_009,2026-09-10,32,118,176,235,320
FMCG_FOOD_009,2026-09-11,29,117,178,239,328
FMCG_FOOD_010,2026-08-29,129,142,151,160,173
FMCG_FOOD_010,2026-08-30,120,139,151,164,183
FMCG_FOOD_010,2026-08-31,63,86,102,117,140
FMCG_FOOD_010,2026-09-01,55,81,99,117,143
FMCG_FOOD_010,2026-09-02,50,80,100,120,149
FMCG_FOOD_010,2026-09-03,45,77,99,121,153
FMCG_FOOD_010,2026-09-04,40,74,98,122,156
FMCG_FOOD_010,2026-09-05,89,126,151,177,214
FMCG_FOOD_010,2026-09-06,85,125,151,178,217
FMCG_FOOD_010,2026-09-07,33,74,103,131,172
FMCG_FOOD_010,2026-09-08,27,70,100,129,173
FMCG_FOOD_010,2026-09-09,24,69,100,131,177
FMCG_FOOD_010,2026-09-10,21,68,100,133,180
FMCG_FOOD_010,2026-09-11,18,67,100,134,183
FMCG_FOOD_011,2026-08-29,172,189,201,212,229
FMCG_FOOD_011,2026-08-30,161,184,201,217,241
FMCG_FOOD_011,2026-08-31,75,104,124,144,174
FMCG_FOOD_011,2026-09-01,70,104,127,150,184
FMCG_FOOD_011,2026-09-02,64,102,128,154,192
FMCG_FOOD_011,2026-09-03,57,99,127,156,197
FMCG_FOOD_011,2026-09-04,58,103,134,164,209
FMCG_FOOD_011,2026-09-05,120,168,201,234,281
FMCG_FOOD_011,2026-09-06,115,166,201,236,286
FMCG_FOOD_011,2026-09-07,35,89,125,162,215
FMCG_FOOD_011,2026-09-08,32,88,126,165,221
FMCG_FOOD_011,2026-09-09,27,86,126,166,225
FMCG_FOOD_011,2026-09-10,23,84,126,168,229
FMCG_FOOD_011,2026-09-11,26,89,132,176,239
FMCG_FOOD_012,2026-08-29,195,214,228,241,260
FMCG_FOOD_012,2026-08-30,181,209,228,246,274
FMCG_FOOD_012,2026-08-31,87,121,144,167,201
FMCG_FOOD_012,2026-09-01,82,121,148,174,213
FMCG_FOOD_012,2026-09-02,72,115,145,174,218
FMCG_FOOD_012,2026-09-03,70,117,150,182,230
FMCG_FOOD_012,2026-09-04,68,119,154,189,241
FMCG_FOOD_012,2026-09-05,135,190,228,265,320
FMCG_FOOD_012,2026-09-06,129,188,228,267,326
FMCG_FOOD_012,2026-09-07,42,104,146,188,249
FMCG_FOOD_012,2026-09-08,39,103,147,191,255
FMCG_FOOD_012,2026-09-09,33,100,146,192,259
FMCG_FOOD_012,2026-09-10,29,99,147,195,265
FMCG_FOOD_012,2026-09-11,25,97,147,197,269
FMCG_FOOD_013,2026-08-29,117,129,137,145,156
FMCG_FOOD_013,2026-08-30,109,125,137,148,164
FMCG_FOOD_013,2026-08-31,53,73,87,101,121
FMCG_FOOD_013,2026-09-01,48,71,87,103,126
FMCG_FOOD_013,2026-09-02,44,69,87,105,131
FMCG_FOOD_013,2026-09-03,39,67,86,106,134
FMCG_FOOD_013,2026-09-04,37,68,88,109,140
FMCG_FOOD_013,2026-09-05,82,114,137,159,192
FMCG_FOOD_013,2026-09-06,78,113,137,160,195
FMCG_FOOD_013,2026-09-07,27,63,88,113,150
FMCG_FOOD_013,2026-09-08,23,62,88,114,153
FMCG_FOOD_013,2026-09-09,21,61,88,116,156
FMCG_FOOD_013,2026-09-10,17,59,87,116,157
FMCG_FOOD_013,2026-09-11,14,57,86,116,159
FMCG_FOOD_014,2026-08-29,248,272,288,304,328
FMCG_FOOD_014,2026-08-30,231,265,288,311,345
FMCG_FOOD_014,2026-08-31,108,149,177,206,247
FMCG_FOOD_014,2026-09-01,98,146,178,211,258
FMCG_FOOD_014,2026-09-02,85,138,174,211,264
FMCG_FOOD_014,2026-09-03,79,137,177,217,275
FMCG_FOOD_014,2026-09-04,71,134,177,220,283
FMCG_FOOD_014,2026-09-05,175,242,288,334,401
FMCG_FOOD_014,2026-09-06,168,239,288,337,408
FMCG_FOOD_014,2026-09-07,48,124,175,227,302
FMCG_FOOD_014,2026-09-08,44,123,177,231,310
FMCG_FOOD_014,2026-09-09,38,120,177,233,315
FMCG_FOOD_014,2026-09-10,35,120,179,238,323
FMCG_FOOD_014,2026-09-11,26,115,176,237,326
FMCG_FOOD_015,2026-08-29,232,255,271,286,309
FMCG_FOOD_015,2026-08-30,216,249,271,293,325
FMCG_FOOD_015,2026-08-31,104,143,170,198,237
FMCG_FOOD_015,2026-09-01,97,143,174,205,251
FMCG_FOOD_015,2026-09-02,84,136,171,206,257
FMCG_FOOD_015,2026-09-03,75,131,170,208,264
FMCG_FOOD_015,2026-09-04,76,137,178,220,280
FMCG_FOOD_015,2026-09-05,162,226,271,315,380
FMCG_FOOD_015,2026-09-06,155,224,271,318,386
FMCG_FOOD_015,2026-09-07,55,127,177,227,299
FMCG_FOOD_015,2026-09-08,47,123,175,227,303
FMCG_FOOD_015,2026-09-09,39,119,173,227,307
FMCG_FOOD_015,2026-09-10,32,115,171,228,310
FMCG_FOOD_015,2026-09-11,27,112,171,229,315
FMCG_FOOD_016,2026-08-29,192,211,224,237,255
FMCG_FOOD_016,2026-08-30,179,206,224,242,269
FMCG_FOOD_016,2026-08-31,84,116,138,160,193
FMCG_FOOD_016,2026-09-01,78,116,141,167,204
FMCG_FOOD_016,2026-09-02,69,111,139,168,210
FMCG_FOOD_016,2026-09-03,66,112,143,175,221
FMCG_FOOD_016,2026-09-04,61,111,145,179,228
FMCG_FOOD_016,2026-09-05,135,188,224,260,313
FMCG_FOOD_016,2026-09-06,129,186,224,262,319
FMCG_FOOD_016,2026-09-07,42,101,141,182,241
FMCG_FOOD_016,2026-09-08,36,98,140,183,245
FMCG_FOOD_016,2026-09-09,30,95,139,184,248
FMCG_FOOD_016,2026-09-10,23,91,137,183,251
FMCG_FOOD_016,2026-09-11,20,90,138,186,256
FMCG_FOOD_017,2026-08-29,159,175,185,196,212
FMCG_FOOD_017,2026-08-30,148,170,185,201,223
FMCG_FOOD_017,2026-08-31,74,101,120,138,165
FMCG_FOOD_017,2026-09-01,65,97,118,139,171
FMCG_FOOD_017,2026-09-02,58,93,117,140,175
FMCG_FOOD_017,2026-09-03,51,89,115,142,180
FMCG_FOOD_017,2026-09-04,49,90,118,147,188
FMCG_FOOD_017,2026-09-05,111,155,185,216,260
FMCG_FOOD_017,2026-09-06,106,153,185,218,264
FMCG_FOOD_017,2026-09-07,35,84,118,152,201
FMCG_FOOD_017,2026-09-08,31,83,118,154,206
FMCG_FOOD_017,2026-09-09,27,81,118,155,209
FMCG_FOOD_017,2026-09-10,21,77,116,154,210
FMCG_FOOD_017,2026-09-11,21,80,120,160,218
FMCG_FOOD_018,2026-08-29,140,153,163,172,186
FMCG_FOOD_018,2026-08-30,130,149,163,176,196
FMCG_FOOD_018,2026-08-31,64,88,104,121,144
FMCG_FOOD_018,2026-09-01,57,85,104,123,150
FMCG_FOOD_018,2026-09-02,52,83,104,125,156
FMCG_FOOD_018,2026-09-03,46,80,103,126,160
FMCG_FOOD_018,2026-09-04,46,83,108,133,169
FMCG_FOOD_018,2026-09-05,97,136,163,190,229
FMCG_FOOD_018,2026-09-06,93,134,163,191,233
FMCG_FOOD_018,2026-09-07,32,76,106,136,180
FMCG_FOOD_018,2026-09-08,27,73,105,136,182
FMCG_FOOD_018,2026-09-09,24,72,105,138,186
FMCG_FOOD_018,2026-09-10,20,70,104,138,188
FMCG_FOOD_018,2026-09-11,20,72,107,143,194
FMCG_FOOD_019,2026-08-29,209,228,242,256,275
FMCG_FOOD_019,2026-08-30,195,223,242,261,289
FMCG_FOOD_019,2026-08-31,91,125,149,172,207
FMCG_FOOD_019,2026-09-01,81,120,147,174,214
FMCG_FOOD_019,2026-09-02,71,115,145,176,220
FMCG_FOOD_019,2026-09-03,65,114,147,180,229
FMCG_FOOD_019,2026-09-04,58,110,146,182,234
FMCG_FOOD_019,2026-09-05,148,204,242,280,336
FMCG_FOOD_019,2026-09-06,142,201,242,283,342
FMCG_FOOD_019,2026-09-07,37,100,143,186,248
FMCG_FOOD_019,2026-09-08,35,101,146,191,257
FMCG_FOOD_019,2026-09-09,28,97,144,191,259
FMCG_FOOD_019,2026-09-10,26,98,147,196,267
FMCG_FOOD_019,2026-09-11,27,101,152,203,277
FMCG_FOOD_020,2026-08-29,159,174,185,195,211
FMCG_FOOD_020,2026-08-30,148,170,185,200,222
FMCG_FOOD_020,2026-08-31,75,101,119,138,164
FMCG_FOOD_020,2026-09-01,63,94,115,136,167
FMCG_FOOD_020,2026-09-02,57,91,115,138,173
FMCG_FOOD_020,2026-09-03,49,87,113,139,176
FMCG_FOOD_020,2026-09-04,45,86,114,142,183
FMCG_FOOD_020,2026-09-05,112,155,185,215,258
FMCG_FOOD_020,2026-09-06,107,153,185,216,263
FMCG_FOOD_020,2026-09-07,35,84,117,150,199
FMCG_FOOD_020,2026-09-08,29,80,114,149,200
FMCG_FOOD_020,2026-09-09,25,78,114,151,204
FMCG_FOOD_020,2026-09-10,20,75,113,151,206
FMCG_FOOD_020,2026-09-11,17,75,114,154,211
FMCG_FOOD_021,2026-08-29,222,243,258,273,294
FMCG_FOOD_021,2026-08-30,207,237,258,279,309
FMCG_FOOD_021,2026-08-31,99,136,161,186,223
FMCG_FOOD_021,2026-09-01,87,129,158,187,230
FMCG_FOOD_021,2026-09-02,77,125,158,190,238
FMCG_FOOD_021,2026-09-03,67,119,155,191,243
FMCG_FOOD_021,2026-09-04,61,117,156,194,251
FMCG_FOOD_021,2026-09-05,157,217,258,299,359
FMCG_FOOD_021,2026-09-06,150,214,258,302,366
FMCG_FOOD_021,2026-09-07,48,115,161,207,275
FMCG_FOOD_021,2026-09-08,39,110,158,206,277
FMCG_FOOD_021,2026-09-09,36,109,160,210,284
FMCG_FOOD_021,2026-09-10,29,106,159,211,288
FMCG_FOOD_021,2026-09-11,23,102,157,211,291
FMCG_FOOD_022,2026-08-29,135,149,158,167,180
FMCG_FOOD_022,2026-08-30,126,145,158,170,189
FMCG_FOOD_022,2026-08-31,60,83,99,114,137
FMCG_FOOD_022,2026-09-01,56,82,101,119,145
FMCG_FOOD_022,2026-09-02,51,81,101,121,151
FMCG_FOOD_022,2026-09-03,45,77,99,122,154
FMCG_FOOD_022,2026-09-04,41,76,100,124,160
FMCG_FOOD_022,2026-09-05,94,132,158,183,221
FMCG_FOOD_022,2026-09-06,90,130,158,185,225
FMCG_FOOD_022,2026-09-07,31,73,102,131,173
FMCG_FOOD_022,2026-09-08,27,71,101,131,175
FMCG_FOOD_022,2026-09-09,22,68,99,131,177
FMCG_FOOD_022,2026-09-10,18,66,99,132,180
FMCG_FOOD_022,2026-09-11,16,65,99,133,183
FMCG_FOOD_023,2026-08-29,227,249,264,280,302
FMCG_FOOD_023,2026-08-30,212,243,264,286,317
FMCG_FOOD_023,2026-08-31,101,139,165,191,230
FMCG_FOOD_023,2026-09-01,91,135,165,196,240
FMCG_FOOD_023,2026-09-02,83,132,166,200,250
FMCG_FOOD_023,2026-09-03,73,127,165,202,256
FMCG_FOOD_023,2026-09-04,65,124,164,204,263
FMCG_FOOD_023,2026-09-05,159,222,264,307,370
FMCG_FOOD_023,2026-09-06,153,219,264,310,376
FMCG_FOOD_023,2026-09-07,49,119,167,215,285
FMCG_FOOD_023,2026-09-08,44,117,168,218,291
FMCG_FOOD_023,2026-09-09,37,114,166,219,295
FMCG_FOOD_023,2026-09-10,33,113,168,223,302
FMCG_FOOD_023,2026-09-11,28,111,168,224,307
FMCG_FOOD_024,2026-08-29,218,239,253,267,288
FMCG_FOOD_024,2026-08-30,204,233,253,273,302
FMCG_FOOD_024,2026-08-31,88,124,149,173,209
FMCG_FOOD_024,2026-09-01,85,127,155,183,225
FMCG_FOOD_024,2026-09-02,75,121,153,185,231
FMCG_FOOD_024,2026-09-03,66,117,151,186,237
FMCG_FOOD_024,2026-09-04,65,120,157,194,249
FMCG_FOOD_024,2026-09-05,155,213,253,293,352
FMCG_FOOD_024,2026-09-06,149,211,253,296,358
FMCG_FOOD_024,2026-09-07,42,107,152,197,262
FMCG_FOOD_024,2026-09-08,37,105,152,199,268
FMCG_FOOD_024,2026-09-09,31,103,152,201,273
FMCG_FOOD_024,2026-09-10,26,101,152,203,278
FMCG_FOOD_024,2026-09-11,25,102,155,208,286
FMCG_FOOD_025,2026-08-29,113,124,132,140,152
FMCG_FOOD_025,2026-08-30,105,121,132,143,160
FMCG_FOOD_025,2026-08-31,54,74,87,101,121
FMCG_FOOD_025,2026-09-01,49,72,87,103,126
FMCG_FOOD_025,2026-09-02,43,69,87,104,130
FMCG_FOOD_025,2026-09-03,40,68,87,107,135
FMCG_FOOD_025,2026-09-04,40,70,91,112,142
FMCG_FOOD_025,2026-09-05,77,110,132,154,187
FMCG_FOOD_025,2026-09-06,74,109,132,156,190
FMCG_FOOD_025,2026-09-07,25,61,86,111,148
FMCG_FOOD_025,2026-09-08,24,62,88,115,153
FMCG_FOOD_025,2026-09-09,21,61,88,116,155
FMCG_FOOD_025,2026-09-10,17,58,87,115,157
FMCG_FOOD_025,2026-09-11,22,65,95,124,167
FMCG_FOOD_026,2026-08-29,202,221,234,248,267
FMCG_FOOD_026,2026-08-30,188,216,234,253,280
FMCG_FOOD_026,2026-08-31,93,126,149,172,205
FMCG_FOOD_026,2026-09-01,76,114,141,167,206
FMCG_FOOD_026,2026-09-02,71,114,144,173,216
FMCG_FOOD_026,2026-09-03,63,110,142,175,222
FMCG_FOOD_026,2026-09-04,55,106,140,175,226
FMCG_FOOD_026,2026-09-05,143,197,234,272,326
FMCG_FOOD_026,2026-09-06,137,195,234,274,332
FMCG_FOOD_026,2026-09-07,37,98,139,181,242
FMCG_FOOD_026,2026-09-08,35,98,142,186,250
FMCG_FOOD_026,2026-09-09,30,96,142,188,255
FMCG_FOOD_026,2026-09-10,25,94,142,189,259
FMCG_FOOD_026,2026-09-11,27,99,148,198,270
FMCG_FOOD_027,2026-08-29,211,231,245,259,279
FMCG_FOOD_027,2026-08-30,197,225,245,264,293
FMCG_FOOD_027,2026-08-31,86,121,145,169,203
FMCG_FOOD_027,2026-09-01,80,121,148,176,216
FMCG_FOOD_027,2026-09-02,74,119,150,181,226
FMCG_FOOD_027,2026-09-03,65,114,148,182,231
FMCG_FOOD_027,2026-09-04,65,119,155,192,245
FMCG_FOOD_027,2026-09-05,149,206,245,284,341
FMCG_FOOD_027,2026-09-06,143,204,245,286,347
FMCG_FOOD_027,2026-09-07,41,105,149,192,256
FMCG_FOOD_027,2026-09-08,37,104,150,195,262
FMCG_FOOD_027,2026-09-09,32,102,150,197,267
FMCG_FOOD_027,2026-09-10,26,99,148,198,270
FMCG_FOOD_027,2026-09-11,24,99,151,202,277
FMCG_FOOD_028,2026-08-29,222,243,258,272,293
FMCG_FOOD_028,2026-08-30,207,237,258,278,308
FMCG_FOOD_028,2026-08-31,98,135,160,185,222
FMCG_FOOD_028,2026-09-01,86,129,158,187,229
FMCG_FOOD_028,2026-09-02,80,127,160,192,240
FMCG_FOOD_028,2026-09-03,69,121,157,192,244
FMCG_FOOD_028,2026-09-04,61,118,156,195,251
FMCG_FOOD_028,2026-09-05,157,217,258,299,359
FMCG_FOOD_028,2026-09-06,150,214,258,301,365
FMCG_FOOD_028,2026-09-07,45,112,158,204,271
FMCG_FOOD_028,2026-09-08,39,109,158,206,276
FMCG_FOOD_028,2026-09-09,36,109,160,210,284
FMCG_FOOD_028,2026-09-10,28,104,157,209,286
FMCG_FOOD_028,2026-09-11,22,101,156,210,289
FMCG_FOOD_029,2026-08-29,137,151,160,169,183
FMCG_FOOD_029,2026-08-30,128,147,160,173,192
FMCG_FOOD_029,2026-08-31,62,85,101,118,141
FMCG_FOOD_029,2026-09-01,57,84,103,122,149
FMCG_FOOD_029,2026-09-02,51,82,103,123,154
FMCG_FOOD_029,2026-09-03,47,80,103,125,159
FMCG_FOOD_029,2026-09-04,47,83,107,132,168
FMCG_FOOD_029,2026-09-05,95,134,160,186,225
FMCG_FOOD_029,2026-09-06,91,132,160,188,229
FMCG_FOOD_029,2026-09-07,30,73,103,132,175
FMCG_FOOD_029,2026-09-08,27,72,103,134,179
FMCG_FOOD_029,2026-09-09,23,70,103,135,182
FMCG_FOOD_029,2026-09-10,20,69,102,136,185
FMCG_FOOD_029,2026-09-11,17,68,102,137,188
FMCG_FOOD_030,2026-08-29,239,262,277,292,314
FMCG_FOOD_030,2026-08-30,224,255,277,298,330
FMCG_FOOD_030,2026-08-31,93,131,157,184,222
FMCG_FOOD_030,2026-09-01,89,133,164,194,239
FMCG_FOOD_030,2026-09-02,78,128,162,196,245
FMCG_FOOD_030,2026-09-03,69,123,161,198,252
FMCG_FOOD_030,2026-09-04,60,118,159,199,257
FMCG_FOOD_030,2026-09-05,171,234,277,320,383
FMCG_FOOD_030,2026-09-06,165,231,277,322,389
FMCG_FOOD_030,2026-09-07,49,119,167,215,285
FMCG_FOOD_030,2026-09-08,37,110,161,211,285
FMCG_FOOD_030,2026-09-09,33,110,163,215,292
FMCG_FOOD_030,2026-09-10,23,103,158,213,293
FMCG_FOOD_030,2026-09-11,28,111,168,225,308
TECH_PHONE_001,2026-08-29,73,81,86,91,99
